title,tag,info,comments,content
梦里花落知多少,豆瓣图书标签: 郭敬明,郭敬明 / 春风文艺出版社 / 2003-11 / 20.00元,(145593人评价),《梦里花落知多少》是郭敬明出版第二部小说，此作一改《幻城》的奇幻风格，从天上回到人间。小说以北京、上海等大都市为背景，讲述了几个年青人的爱情故事，情节曲折，...
悲伤逆流成河,豆瓣图书标签: 郭敬明,郭敬明 / 长江文艺出版社 / 2007-5 / 24.00元,(83676人评价),"你曾经有梦见这样无边无际的月光下的水域么？
无声起伏的黑色的巨浪，在地平线上爆发出沉默的力量。
就这样，从仅仅打湿脚底，到盖住脚背，漫过小腿，一步一步地，走..."
幻城,豆瓣图书标签: 郭敬明,郭敬明 / 春风文艺出版社 / 2003-1 / 28.00元,(89357人评价),这是一本奇特的书。一边是火族，一边是冰族，一边是火焰之城，一边是幻雪帝国。作品属于纯粹的虚构。对虚空的虚构，其实比对现实的摹写更难。相对于虚构的能力，我以为...
小时代1.0折纸时代,豆瓣图书标签: 郭敬明,郭敬明 / 长江文艺出版社 / 2008-10 / 29.80元,(59896人评价),故事以经济飞速发展的上海这座风光而时尚的城市为背景，讲述了林萧、南湘、顾里、唐宛如四个从小感情深厚、有着不同价值观和人生观的女生，先后所经历的友情、爱情，乃...
左手倒影，右手年华。,豆瓣图书标签: 郭敬明,郭敬明 / 上海译文出版社 / 2003-5 / 16.00元,(37666人评价),《左手倒影，右手年华》是郭敬明的第二本书，一本有关校园与青春的散文集。
临界·爵迹 I,豆瓣图书标签: 郭敬明,郭敬明 / 长江文艺出版社 / 2010-8 / 19.80元,(10319人评价),《临界•爵迹1》讲述传说中的奥汀大陆分为东南西北四国，在这个世界中，充斥着神秘莫测的魂术，弥漫着权力和欲望的激烈争夺。这四个国家中，最强等级的魂术师被称为【...
临界·爵迹 Ⅱ,豆瓣图书标签: 郭敬明,郭敬明 / 长江文艺出版社 / 2011-1 / 22.80元,(7437人评价),传说中的奥汀大陆分为东南西北四国，在这个世界中，充斥着神秘莫测的魂术，弥漫着权力和欲望的激烈争夺。这四个国家中，最强等级的魂术师被称为【王爵】，每个国家的【...
小时代2.0虚铜时代,豆瓣图书标签: 郭敬明,郭敬明 / 长江文艺出版社 / 2010-1 / 26.80元,(34507人评价),在《小时代2.0》中，依然是以经济飞速发展的上海这座城市为写作背景，故事延续了第一部中大量的时尚元素描写和搞笑的写作风格，但基本脱离了校园故事，更多的是几位...
爱与痛的边缘,豆瓣图书标签: 郭敬明,郭敬明 / 东方出版中心 / 2003-4 / 16.80元,(19527人评价),作者从追溯自己降临这个世界的那一刻起，试图剖析自己性格成长及心灵旨趣变化的内在动因。作者是一个忧伤的孩子，一个性格矛盾的孩子，一个有着鲜明个性、渴望独立自由...
爵迹•燃魂书,豆瓣图书标签: 郭敬明,郭敬明 / 2011-1 / 18.80元,(1974人评价),《爵迹•燃魂书》：王浣精密绘制原画、登场角色官方装备人设图，以超过100页的全新海量插画给读者带来风暴般的视觉饕餮盛宴。最世旗下当红作者消失宾妮、张喵喵合作...
小时代3.0：刺金时代,豆瓣图书标签: 郭敬明,郭敬明 / 长江文艺出版社 / 2011-12 / 32.80元,(14879人评价),“小时代”系列的完结篇《小时代3.0 刺金时代》，将要为林萧、顾里、南湘、唐宛如四位主角，以及简溪、顾源、宫洺、周崇光、Neil……他们所有人的故事，画上出...
天亮说晚安,豆瓣图书标签: 郭敬明,郭敬明 / 上海人民出版社 / 2004-01 / 15.00,(6856人评价),那天我站在路喧的车站等车，我是要到一个老师家去补习，书包里是成千上万的试卷和参考书。一个漂亮的男孩子从我身边走过，背着把黑色的吉他，破旧的牛仔裤，长长的头发...
愿风裁尘,豆瓣图书标签: 郭敬明,郭敬明 / 长江文艺出版社 / 2013-12 / 36.80元,(1531人评价),《愿风裁尘》的内容为郭敬明在《岛》《最小说》《下一站》创刊后创作的精品散文，同时亦收录了他为最世文化旗下部分作者的新书推荐序以及新创作的篇目，可以说是而立之...
夏至未至,豆瓣图书标签: 郭敬明,郭敬明 / 春风文艺出版社 / 2006 / 25.00,(1004人评价),故事开始于一个虚构的城市浅川，一个深北方长满高大香樟的城市。几个年轻的人开始自己的高中生活，一切都似乎格外的平静和缓慢，带着夏日特有的让人昏昏欲睡的叙述情绪...
刻下来的幸福时光,豆瓣图书标签: 郭敬明,郭敬明 / 二十一世纪出版社 / 2004-02 / 25.00,(3484人评价),那些我们以为永远不会忘记的事，就在我们念念不忘的过程里，被我们忘记了。这是郭敬明为青春写的散文诗，一群少年人走过了一段爱痛交织的青春时光，郭敬明闪耀着诗性光...
小时代1.5·青木时代VOL.1,豆瓣图书标签: 郭敬明,郭敬明、猫某人、陌一飞（绘） / 长江文艺出版社 / 2010-3 / 14.80元,(2199人评价),《小时代1.5·青木时代》的情节介于小说《小时代1.0·折纸时代》和《小时代2.0·虚铜时代》之间，承上启下而又相对独立，它以漫画的形式，讲述了林萧、南湘、...
爵迹：雾雪零尘,豆瓣图书标签: 郭敬明,郭敬明 / 湖南文艺出版社 / 2016-8 / 34.80元,(128人评价),水、风、地、火四个国度共同构建起一个奇幻世界——奥汀大陆。这个被神秘莫测的魂术所主宰的世界里，ZUI强的七位魂术师被称为【王爵】，他们代表着整个国家巅峰的力...
小时代1.5·青木时代VOL.2,豆瓣图书标签: 郭敬明,郭敬明、猫某人、陌一飞（绘） / 长江文艺出版社 / 2010-3 / 14.80元,(2330人评价),你一定不会对《小时代》这个名字感到陌生，这部人气畅销巨作早已成了出版界的神话。那些跌宕起伏的情节、无可挑剔的语言和精美绝伦的画面，无不令人着迷。你一定对那些...
﻿11处特工皇妃,豆瓣图书标签: 穿越,潇湘冬儿 / 江苏文艺出版社 / 2011-5 / 74.80元,(6628人评价),《11处特工皇妃(套装上中下册)》内容简介：她是国安局军情十一处惊才绝艳的王牌军师——收集情报、策划部署、进不友好国家布置暗杀任务……她运筹帷幄之中，决胜于...
临高启明,豆瓣图书标签: 穿越,吹牛者 / 2017-1-3,(274人评价),"穿越到乱世不是被雷劈，是他们自己的选择。
有人想称王制霸，有人想解民于倒悬，有人想以己之力，阻止最后一次野蛮对文明的征服，从而改写中华民族的历史。
当然也有..."
夜旅人,豆瓣图书标签: 穿越,赵熙之 / 百花洲文艺出版社 / 2016-9 / 32.80元,(1115人评价),"1937年7月11日，上海699号公寓。晚上十点整，盛清让结束学界的讨论会返家，廊灯忽然灭了。
2015年7月11日，上海699号公寓。晚上十点整，宗瑛从凶..."
海棠依舊: 知否? 知否? 應是綠肥紅瘦 卷一,豆瓣图书标签: 穿越,關心則亂 / 三采文化出版事業有限公司 / 2012-2-3 / NT$240,(2726人评价),"★	現代書記官穿越成了失恃小女孩，古代庶女也要小資女孩往前衝，不但要謀生，還要謀得好！
★	晉江總榜第4名、積分破9億、642萬人次點閱，年度超人氣種田文！..."
大唐明月1·风起长安,豆瓣图书标签: 穿越,蓝云舒 / 上海文艺出版社 / 2013-1 / 27.00元,(1451人评价),"大唐永徽四年。
朝廷上，太尉长孙无忌正如日中天；后宫里，昭仪武媚娘已悄然布局；而身为西市的小小画师，库狄琉璃只想在这场武周夺唐的千古大戏里，做个合格的围观群..."
庆余年·壹,豆瓣图书标签: 穿越,猫腻 / 中国友谊出版公司 / 2008-7 / 28.00元,(9326人评价),一个年轻的病人，因为一次毫不意外的经历，重生到一个完全不同的世界，成为古代庆国伯爵府一个并不光彩的私生子。修行无名功诀，踏足京都官场，继承庞大商团……范闲，...
醉玲珑（上卷）,豆瓣图书标签: 穿越,十四夜 / 朝华出版社 / 2007-10 / 29.80元,(10884人评价),完美的现世爱情破碎以后，宁文清无意间启动了九转玲珑阵，回到古代，成为天朝凤氏仕族女子凤卿尘，卷入江湖与庙堂的纷争。一个帝王的驾崩之谜，一脉皇族的混乱血统，一...
步步惊心,豆瓣图书标签: 穿越,桐华 / 民族出版社 / 2006-6 / 25.00元,(34556人评价),一脚踏空的少女，穿越千年的时空，从繁华都市的深圳来到风云诡变的宫廷。正处于争位时候的阿哥们，款款深情的目光后，带着探究、带着诱惑也带着几分真真假假的心疼。她...
不负如来不负卿1,豆瓣图书标签: 穿越,小春 / 北岳文艺出版社 / 2008-6 / 26.80元,(13578人评价),"公元初的边关，龟兹国的正千，驼铃悠悠，一段遗落在1650年前丝绸之路上的纯真恋情缓缓浮现，乱世纷争中，这一心向佛的赤子之心，才能不负如来不负聊……
这有驼背..."
史上第一混乱·第一季神仙预备役,豆瓣图书标签: 穿越,张小花 / 黄山书社 / 2009-1 / 26.80,(3903人评价),"秦始皇：前世，千古一帝。现世，尊号嬴哥，腹诽嬴胖子，对人昵称“挂皮”，见任何事都想“统一哈”，是超级玛丽的死忠。
荆轲：前世，天下第一刺客。现世，人称二傻，..."
凤囚凰（上中）,豆瓣图书标签: 穿越,天衣有风 / 河南文艺出版社 / 2009-3 / 49.80,(16632人评价),凤囚凰（上）：腐败公主的腐败生活，从穿越开始。免费得赠一个附马，同时附送面首两打。没事在内整顿后宫，得闲外出勾搭美人。一面是秀致少年眸中不可度测的深渊，一面...
扶摇皇后（上下）,豆瓣图书标签: 穿越,天下归元 / 江苏文艺出版社 / 2011-6 / 49.80元,(3350人评价),"前奔！穿越风刀霜剑，看风云起、四海怒、五洲裂、七国争。
前奔！遭逢金风玉露，共桃花马、紫金阙、相思恨、此心劫。
彪悍盗墓女穿越至强者为尊的五洲大陆，如何跋涉..."
独步天下（上下卷）,豆瓣图书标签: 穿越,李歆 / 朝华出版社 / 2007-4 / 49.80元,(17813人评价),"父母双亡的女摄影师步悠然，在一次古墓探险中意外跨越了四百年时空，进入了努尔哈赤时代，灵魂依附在女真第一美女——东哥的身上。
历史记载：东哥，全名叶赫那拉布喜..."
绾青丝Ⅰ,豆瓣图书标签: 穿越,波波 / 花山文艺出版社 / 2007-2 / 22.00元,(22597人评价),"叶海花，长得不够美，身材不够瘦，在感情上受过大大小小很多伤害。
于是希望园转世做一只米虫，能够找到真正疼惜自己的人。在小冥王的帮助下，叶海花摇身变成大奸臣的..."
新宋,豆瓣图书标签: 穿越,阿越 / 东方出版社 / 2010-5 / 37.00元,(509人评价),《新宋:中国网络文学盘点》是一部架空历史的网络小说。描述了一个当代的历史系大学生回到北宋，利用千年的知识积累，欲对北宋王朝的各个方面进行改革的故事。作品以天...
歌尽桃花,豆瓣图书标签: 穿越,靡宝 / 朝华出版社 / 2008-1 / 25.00元,(13940人评价),遭遇失恋的谢怀珉意外地来到陌生的国度东齐，成了东齐谢太傅家的傻女四小姐谢昭华。随遇而安的她努力地让自己适应封建社会的生活，可是那透着古怪的二哥谢昭瑛却牵连她...
新宋·十字1,豆瓣图书标签: 穿越,阿越 / 花山文艺出版社 / 2008-01 / 22.0,(2141人评价),"北宋熙宁二年，宋神宗赵顼在位。中国历史面临着一个十字路口。畏缩和觉醒，沉沦与升华，连带着由此而生的残酷争斗，将决定整个华夏文明的最终走向……
北宋熙宁二年，..."
第一风华1·天赐良缘（上下）,豆瓣图书标签: 穿越,梵缺 / 江苏文艺出版社 / 2014-9 / 49.80元,(84人评价),"曲檀儿是尚书府里的四小姐，却备受亲人的欺负和虐待。
谁都没想到是，东岳国英明睿智的皇帝突然赐婚，居然让她这个名声不佳的庶女嫁给声名绝佳的八王爷。而且八王爷若..."
官居一品（全七册）,豆瓣图书标签: 穿越,三戒大师 / 中国青年出版社 / 2012-3 / 175.00元,(732人评价),《官居一品(套装共7册)》为套装书，分别包括：《小荷才露尖尖角》，《谁人试手补天裂》，《直挂云帆济沧海》，《莫道浮云终蔽日》，《严冬过尽绽春蕾》，《沉舟侧畔...
窃明,豆瓣图书标签: 穿越,灰熊猫 / 南海出版社 / 2008-05 / 29.8,(1594人评价),一个普通现代人黄石因爆炸事件，机缘巧合地回到了明朝万历年问。所有在工业社会获得的知识技能都无法让他在明朝生存下去，他到处乞讨，像野狗一样争取活着的权利。被一...
﻿天龙八部,豆瓣图书标签: 金庸,金庸 / 三联书店 / 1994-5 / 96.0,(55615人评价),天龙八部乃金笔下的一部长篇小说，与《射雕》，《神雕》等    几部长篇小说一起被称为可读性最高的金庸小说。《天龙》的故事情节曲折，内容丰富，也曾多次被改编为...
笑傲江湖（全四册）,豆瓣图书标签: 金庸,金庸 / 生活·读书·新知三联书店 / 1994-5 / 76.80元,(49479人评价),《笑傲江湖》是金庸1967年写的一部武侠小说，属于金庸的后期作品。
神雕侠侣,豆瓣图书标签: 金庸,金庸 / 生活·读书·新知三联书店 / 1994-5 / 76.8,(45145人评价),《神雕侠侣》是金庸作品集之一。其主人公杨过自然而然地走上了非正统的人生道路，入了“道流”。其特点是“至情至性，实现自我”，即把个人的利益、情感、个性及人格尊...
射雕英雄传（全四册）,豆瓣图书标签: 金庸,金庸 / 生活·读书·新知三联书店 / 1999-04 / 47.00元,(32330人评价),《射雕英雄传》是金庸的代表作之一，作于一九五七年到一九五九年，在《香港商报》连载。《射雕》中的人物个性单纯，郭靖诚朴厚重、黄蓉机智狡狯，读者容易印象深刻。这...
鹿鼎记（全五册）,豆瓣图书标签: 金庸,金庸 / 广州出版社 花城出版社 / 2008-3 / 108.00元,(27322人评价),"《鹿鼎记》是金庸创作的最后一部小说，也是他最重要的代表作。
小说讲的是一个从小在扬州妓院长大的小孩韦小宝，他以不会任何武功之姿态闯江湖各大帮会、周旋皇帝朝臣..."
倚天屠龙记(共四册),豆瓣图书标签: 金庸,金庸 / 三联书店 / 1999-04 / 0,(24557人评价),《倚天屠龙记》，金庸武侠小说，著于1961年，是“射雕三部曲”系列第三部，现收录在《金庸作品集》中。该书以元末群雄纷起、江湖动荡为广阔背景，叙述武当弟子张无...
金庸江湖志,豆瓣图书标签: 金庸,刘勃 / 北京联合出版公司 / 2017-7-1 / 49.80元,(15人评价),"※ 读库作者刘勃趣品金庸。
※ 中华书局《掌故》杂志执行主编严晓星，畅销书作家填下乌贼诚意推荐。
本书是“读库”作家刘勃关于金庸小说的随笔杂谈结集。
全书分..."
白马啸西风,豆瓣图书标签: 金庸,金庸 / 海口-南海出版社 / 1993-11,(14860人评价),"吕梁三杰霍元龙、史仲俊、陈达海为抢夺一幅埋藏宝物的高昌迷宫图，带人与师妹上官虹及其夫白马李三交手。
由于寡不敌众，李三夫妇一直跑到回疆，仍没摆脱追踪，夫妻顽..."
侠客行,豆瓣图书标签: 金庸,金庸 / 三联书店 / 1994年5月 / 38.00,(8654人评价),"《侠客行》著于1965年，据说灵感和书名来自李白的诗作“古风五十九首”之《侠客行》。小说叙述的是一个懵懂少年石破天的江湖经历。
主人公石破天自小没名没姓，和..."
金庸十二钗,豆瓣图书标签: 金庸,武五陵 / 新桐·北京联合出版公司 / 2017-7-1 / 45.00元,(少于10人评价),"※“金庸江湖”论坛版主、网络知名金庸小说评论家武五陵作品首次结集出版。
※资深媒体人李岷、李逾求，畅销书作家慕容素衣推荐。
古墓派创派祖师林朝英，“小东邪”..."
金庸随想录,豆瓣图书标签: 金庸,贺兰 / 北京联合出版公司 / 2017-7-1,(12人评价),"※畅销书作家《剑桥简明金庸武侠史》新垣平、《武侠，从牛A到牛C》作者@大脸撑在小胸上、金庸江湖论坛版主子衿联袂推荐。
※锦心慧口，化为文章，文字饱含灵性，时..."
连城诀,豆瓣图书标签: 金庸,金庸 / 三联书店 / 1999-04 / 12.00,(15472人评价),"本部书初发行是以「素心剑」为名，是金庸先生以小时候一段回忆为主而发展出来的故事，疼爱他的家中长工因为冤狱郁郁一生，心中的委屈至垂死才吐露于他。
「连城诀」以..."
金庸师承考,豆瓣图书标签: 金庸,刘国重 / 北京联合出版公司 / 2017-7-1 / 49.80元,(少于10人评价),"※ 网络金庸小说研究家刘国重最新力作。
※ 中国社会科学院文学研究所研究员施爱东，资深媒体人胡文辉、石扉客推荐。
在《天方夜谭》会情郎的刀白凤和“梦姑”；借..."
雪山飞狐,豆瓣图书标签: 金庸,金庸 / 三联书店 / 1999-04 / 0,(15337人评价),本书与金庸另一部小说《飞狐外传》情节相关联，但又各自独立。故事发生在清代乾隆时期的关外。饮马川陶百岁、陶子安父子从雪山中挖出一件宝物，封于铁盒之中。北京平通...
书剑恩仇录(上下),豆瓣图书标签: 金庸,金庸 / 三联书店 / 1999-04 / 0,(9744人评价),此书是金庸首部长篇武侠小说，又名《书剑江山》，著于1955年，现收录在《金庸作品集》中。小说写清乾隆年间，江南武林帮会红花会为反清复明，与清廷斗智斗勇的故事...
飞狐外传(上下),豆瓣图书标签: 金庸,金庸 / 三联书店 / 1999-04 / 23.00元,(10894人评价),《飞狐外传》作者是现代著名作家金庸，著于1960年，是《雪山飞狐》的前传。该书主要是讲述《雪山飞狐》主人公胡斐的成长历程.以主人公胡斐除暴安良为故事的中心;...
剑桥简明金庸武侠史,豆瓣图书标签: 金庸,新垣平 / 长江文艺出版社 / 2013-7 / 32.80元,(2676人评价),本书是关于中国武侠世界的一部虚拟历史研究。以金庸武侠是真实历史的一部分为前提展开演绎。本身以十五部金庸小说、唐宋传奇及各时期民间传说为基础构成的连贯武侠史为...
金庸散文集,豆瓣图书标签: 金庸,金庸 / 作家出版社 / 2006-9 / 35.00元,(508人评价),金庸先生撰著的汇集其60多年间散文精华的《金庸散文集》，日前由作家出版社推出。该书是中国内地惟一一本得到金庸先生授权正式出版的散文作品集，收录了金庸从上世纪...
﻿不干了！我开除了黑心公司,豆瓣图书标签: 轻小说,[日] 北川惠海 / 古晓雯 / 百花洲文艺出版社 / 2017-6 / 25.00元,(60人评价),饱受黑心公司摧残，身心俱疲的青山隆在跳轨自杀时，被名为“YAMAMOTO”的男子拯救了。隆对这位自称是他小学同学的男子敞开了心扉，却在受到对方不少帮助后发现...
春宵苦短，少女前進吧！,豆瓣图书标签: 轻小说,森見登美彥 / 劉姿君 / 麥田出版 / 2009-9-3 / NTD300元,(1753人评价),"2009年日本最多人在讀他的書，
他，是最不正經的天才──森見登美彥！
《春宵苦短，少女前進吧！》
★★近年罕見，4項大獎肯定★★
榮獲第20屆山本周五郎獎..."
雪落香杉树,豆瓣图书标签: 轻小说,[美] 戴维·伽特森 / 熊裕 / 作家出版社 / 2017-6 / 52.00元,(573人评价),"编辑推荐:
1995福克纳奖得主
占据《纽约时报》畅销榜首数月
美国书商协会年度之选
被译成30余种文字，全球畅销500万册
当代美国文学史上罕见的超级畅销..."
迟来的翅膀,豆瓣图书标签: 轻小说,[日] 米泽穗信 / 枯山水 / 百花洲文艺出版社 / 2017-7 / 34.00元,(71人评价),"“冰菓”系列第六弹——《迟来的翅膀》登场！
长大成人的路上，谁都有必须面对的谜团。
神山市即将举行合唱祭，开演前负责独唱的千反田爱瑠却去向不明。折木奉太郎从..."
未聞花名（上）,豆瓣图书标签: 轻小说,岡田麿里 / 許金玉 / 平裝本 / 2015-8-10 / NT$250,(40人评价),"我好想讓時間倒轉，回到那年夏天，
回到還來得及向芽芽道歉的那一天……

電視動畫 × 劇場版動畫！網友公推最經典的催淚神作！
千呼萬喚！原著小說中文版終於推..."
四叠半神话大系,豆瓣图书标签: 轻小说,(日) 森见登美彦 / 张智渊 / 上海人民出版社 / 2010-8 / 24.00元,(3513人评价),无名男主角升入大一，对未来充满希望，渴望能够结识黑发美女，妄想握住梦幻瑰宝——瑰丽而充实的校园生活，然而现实却是如此遥远。他加入各种充满了“爱”的社团，却改...
末日時在做什麼？有沒有空？可以來拯救嗎？ 01,豆瓣图书标签: 轻小说,枯野瑛、ue / 鄭人彥 / 台灣角川 / NT$200,(34人评价),"★《這本輕小說真厲害2016》作品部門第5名，新作部門第2名。
★在網路上蔚為話題的末日系作品。
★以人類滅亡後五百年的世界為舞台，妖精少女與人類青年共同經..."
空之境界（上）,豆瓣图书标签: 轻小说,奈須きのこ / 廖嘉信 / 傑克魔豆 / 2005-1-1 / NT$ 398,(2030人评价),同人小說最偉大的鉅作即將呈現，宣告新傳奇小說風潮的到來。壯大華麗的世界觀設定，多變生動的角色特質，「空之境界」為媲美「月姬」&「Fate」之世紀大作，並於日...
奇诺之旅I,豆瓣图书标签: 轻小说,时雨泽惠一 / 庄湘萍 / 台灣角川 / 2004 / NT180,(1328人评价),"世界它並不完美。
也正因如此才顯出它的美
世界上為何會有這麼多不同的國家存在呢…
能了解別人痛苦的國度、以多數表決所有事務的國度、12歲之後便得成為大..."
Fate/Zero Vol.1 [第四次圣杯战争秘话],豆瓣图书标签: 轻小说,虚渊玄 / Makiri / 内蒙古人民出版社 / 2007 / 18.8元,(1771人评价),"聖杯戦争――それは奇跡を叶える『聖杯』の力を追い求め、７人の魔術師が７人の英霊を召喚して競い合う争奪戦。
三度（みたび）、決着を先送りにされたその闘争に、今..."
渴望死亡的小丑,豆瓣图书标签: 轻小说,[日] 野村美月 文、竹冈美穗 图 / 黄琼仙 / 人民文学出版社 / 2010-9 / 18.00元,(2296人评价),井上心叶怨恨所有人，也不喜欢自己。为了迎合这个世界，他必须伪装自己，逼自己展露笑容。他认为自己就像小丑，骨子里满怀悲伤的小丑。超级喜欢编故事的“文学少女”天...
斬首循環,豆瓣图书标签: 轻小说,西尾維新 / 常純敏 / 尖端出版社 / 2006-01-25,(1569人评价),隱居在滄海孤島的財團千金邀請「科學、繪畫、料理、占卜、工程」五名「天才」女性做客的瞬間，「孤島 密室 無頭屍」的連鎖就此展開！天才工程美少女「藍色學者」玖渚...
言叶之庭,豆瓣图书标签: 轻小说,[日] 新海诚 / CLOVER / 百花洲文艺出版社 / 2015-3-1 / CNY 32.00,(686人评价),"雨中的清晨，
他和她，邂逅于静谧的庭院。
迷茫但渴望前进的两人，
今后会向何处迈出脚步？
以成为制鞋师为职业目标的高中生孝雄，喜欢在下雨天的上午溜到公园的日..."
冰菓,豆瓣图书标签: 轻小说,[日] 米泽穗信 / 方宁 / 湖南美术出版社 / 2013-6 / 25.00元,(1002人评价),"在神不知鬼不觉之间变成了密室的教室，每周必定会被借走的书，坚称本应存在的文集并不存在的少年。以及在名为《冰菓》的文集中所隐藏的，33年前的真实——
尽量不让..."
刀剑神域 01,豆瓣图书标签: 轻小说,[日] 川原砾 著、[日] abec 绘 / 周庭旭 / 湖南美术出版社 / 2011-8 / 25.00元,(836人评价),无法完全攻略就无法离开游戏，GAME OVER也等于宣告玩家的“死亡”——大约一万名毫不知晓谜样次世代线上游戏“Sword Art Online刀剑神域（S...
古书堂事件手帖 01,豆瓣图书标签: 轻小说,[日] 三上延 著、[日] 越岛羽空 绘 / 晓峰 / 湖南美术出版社 / 2013-6 / 27.00元,(753人评价),"辗转于人世间的旧书，除了承载着书中的故事之外，也拥有属于其本身的故事——
在镰仓街道的一角，静静地坐落着一间默默经营旧书买卖的“文现里亚古书堂”旧书店。
这..."
圖書館戰爭,豆瓣图书标签: 轻小说,有川浩 / 黃真芳 / 台湾国际角川书店 / 2008年8月16日 / 260新台币,(461人评价),"◎2006年《書的雜誌》娛樂小說類第1名
◎2006年度日本科幻10佳作第6名（由日本SF作家與評論家票選而出）
◎2007年日本「本屋大賞」第5名（由日本..."
狼與辛香料,豆瓣图书标签: 轻小说,支倉凍砂 / 林冠汾 / 台灣角川 / 2007-4-30 / NT$200,(739人评价),"行商人羅倫斯在馬車貨台上的麥束堆裡，發現睡夢中的少女。自稱是豐收之神赫蘿的美麗少女，有著狼的耳朵及尾巴。
「雖然咱長久以來被尊為神，不過，咱就是咱，咱是赫蘿..."
少女不十分,豆瓣图书标签: 轻小说,西尾 維新 / 講談社 / 2011-9-7 / JPY 882,(585人评价),少女はあくまで、ひとりの少女に過ぎなかった…、妖怪じみているとか、怪物じみているとか、そんな風には思えなかった。―西尾維新、原点回帰にして新境地の作品。
三日間的幸福,豆瓣图书标签: 轻小说,三秋縋、E9L / 許郁文 / 台灣角川 / 2014-12-5 / NT$260,(243人评价),"★AMAZON 5星感人好評：「讀過感觸最深的一本書！」、「令人重新審視自我人生的小說！」
★壽命、時間或健康，只要來到這家店，這些都能換成金錢。然而，收購..."
﻿东方快车谋杀案,豆瓣图书标签: 阿加莎·克里斯蒂,[英] 阿加莎·克里斯蒂 / 陈尧光 / 人民文学出版社 / 2006-5 / 18.00元,(35616人评价),午夜过后，一场大雪迫使东方快车停了下来。这辆豪华列车整年都处于满员状态。但那天早上却发现少了一名乘客。一个美国人死在了他的包厢里，他被刺了十二刀，可他包厢的...
无人生还,豆瓣图书标签: 阿加莎·克里斯蒂,[英] 阿加莎・克里斯蒂 / 祁阿红 / 人民文学出版社 / 2008-3 / 19.00,(33527人评价),十个互不相识的人，被富有的欧文先生邀请到了印地安岛上的私人别墅里。晚餐后，一个神秘的声音揭开了人们心中所各自隐藏着的可怕秘密。当天晚上，年轻的马斯顿先生离奇...
尼罗河上的惨案,豆瓣图书标签: 阿加莎·克里斯蒂,[英] 阿加莎·克里斯蒂 / 宫英海 / 人民文学出版社 / 2006-5 / 22.00元,(18189人评价),"林内特·里奇维被一颗子弹打穿了头颅，尼罗河之旅的宁静也因此被打破。这位年轻，美丽，时尚——拥有一切的女孩，最终失去了自己的生命。
赫尔克里·波洛的耳边回响着..."
罗杰疑案,豆瓣图书标签: 阿加莎·克里斯蒂,[英] 阿加莎·克里斯蒂 / 张江云 / 人民文学出版社 / 2006-5 / 21.00元,(15883人评价),"罗杰·艾克罗伊德是个知道得太多的人。
他知道他爱着的女人毒死了她的第一个丈夫。他知道有人在敲诈她——现在他知道她因服用过量药物而自杀身亡。
晚班邮件很快就会..."
死亡之犬,豆瓣图书标签: 阿加莎·克里斯蒂,阿加莎・克里斯蒂 / 梁源 / 贵州人民出版社 / 1998-10-1 / 19.00元,(348人评价),十二件无法解释的异象，无法理解的怪事：地上落了排列出狗型的火药；灵界梢来的恶兆；一幢闹鬼的屋子；降灵会上的意外；人格分裂的行；重覆出现的恶梦；不祥的电报；拥...
幕后凶手,豆瓣图书标签: 阿加莎·克里斯蒂,（英）阿加莎·克里斯蒂 / 丁叶然 / 人民文学出版社 / 2008-03 / 18.00元,(2422人评价),黑斯廷斯上尉应波洛之邀，在事隔多年后回到了现已是乡间旅馆的斯泰尔斯庄园——这对老朋友初次相遇并共同经历第一桩谋杀案件的地方。然而，令满心憧憬着与波洛及女儿朱...
阿加莎·克里斯蒂侦探推理“波洛”系列（全32册）,豆瓣图书标签: 阿加莎·克里斯蒂,[英] 阿加莎·克里斯蒂 / 人民文学出版社 / 2009-11 / 680.00元,(825人评价),在万圣节前夜的晚会上，乔伊斯——一个十三岁的虚荣女孩——吹嘘说她曾经亲眼看见过一起谋杀。没有人相信她，她愤然而去。但是几小时后，在那栋房子里发现了她的尸体，...
告诉我，你怎样去生活,豆瓣图书标签: 阿加莎·克里斯蒂,[英] 阿加莎·克里斯蒂 / 姚燚 / 上海译文出版社 / 2010-4 / 20.00元,(991人评价),上世纪三十年代，侦探小说家阿加莎·克里斯蒂随同第二任丈夫马克斯·马洛温前往中东地区，在当地遇到了很多有趣的人和有趣的事。于是，阿加莎决定利用闲暇时间，把自己...
ABC谋杀案,豆瓣图书标签: 阿加莎·克里斯蒂,[英] 阿加莎.克里斯蒂 / 陈晓东 / 人民文学出版社 / 2006-8 / 20.00元,(10109人评价),"一个逍遥法外的连环杀手通过字母表一步一步实施犯罪。作为死亡标记，杀手在每个被害人的尸体旁留下一本ABC铁路旅行指南，翻开的那页就是杀人之地。
先是在安多弗，..."
大侦探波洛精选集,豆瓣图书标签: 阿加莎·克里斯蒂,[英]阿加莎·克里斯蒂 / 新星出版社 / 2017-4 / 139,(少于10人评价),"阿加莎波洛系列代表作：
《东方快车谋杀案》《尼罗河上的惨案》《罗杰疑案》《ABC谋杀案》《阳光下的罪恶》
《东方快车谋杀案》 正义与正义的较量 十二罗汉的末..."
